name,value
Đồng Trạch, Đồng Trạch
Đức Trạch, Đức Trạch
Phong Nha, Phong Nha
Vạn Trạch, Vạn Trạch
Phú Định, Phú Định
Trung Trạch, Trung Trạch
Tây Trạch, Tây Trạch
Hòa Trạch, Hòa Trạch
Đại Trạch, Đại Trạch
Nhân Trạch, Nhân Trạch
Tân Trạch, Tân Trạch
Nam Trạch, Nam Trạch
Lý Trạch, Lý Trạch
Quán Hàu, Quán Hàu
Lương Ninh, Lương Ninh
Võ Ninh, Võ Ninh
Hàm Ninh, Hàm Ninh
Duy Ninh, Duy Ninh
Gia Ninh, Gia Ninh
Tân Ninh, Tân Ninh
NT Lệ Ninh, NT Lệ Ninh
Kiến Giang, Kiến Giang
Hồng Thủy, Hồng Thủy
Ngư Thủy Bắc, Ngư Thủy Bắc
Hoa Thủy, Hoa Thủy
An Thủy, An Thủy
Phong Thủy, Phong Thủy
Cam Thủy, Cam Thủy
Ngân Thủy, Ngân Thủy
Lộc Thủy, Lộc Thủy
Liên Thủy, Liên Thủy
Hưng Thủy, Hưng Thủy
Dương Thủy, Dương Thủy
Tân Thủy, Tân Thủy
Phú Thủy, Phú Thủy
Mỹ Thủy, Mỹ Thủy
Ngư Thủy, Ngư Thủy
Mai Thủy, Mai Thủy
Sen Thủy, Sen Thủy
Thái Thủy, Thái Thủy
Kim Thủy, Kim Thủy
Trường Thủy, Trường Thủy
Lâm Thủy, Lâm Thủy
Ba Đồn, Ba Đồn
Quảng Long, Quảng Long
Quảng Tiên, Quảng Tiên
Quảng Phong, Quảng Phong
Quảng Thuận, Quảng Thuận
Quảng Thủy, Quảng Thủy
Quảng Phúc, Quảng Phúc
Đông Giang, Đông Giang
1,Phường 1
Đông Lễ, Đông Lễ
Đông Thanh, Đông Thanh
2,Phường 2
4,Phường 4
5,Phường 5
Đông Lương, Đông Lương
3,Phường 3
An Đôn, An Đôn
Hải Lệ, Hải Lệ
Hồ Xá, Hồ Xá
Bến Quan, Bến Quan
Vĩnh Thái, Vĩnh Thái
Vĩnh Tú, Vĩnh Tú
Vĩnh Chấp, Vĩnh Chấp
Trung Nam, Trung Nam
Vĩnh Khê, Vĩnh Khê
Vĩnh Thủy, Vĩnh Thủy
Vĩnh Lâm, Vĩnh Lâm
Hiền Thành, Hiền Thành
Cửa Tùng, Cửa Tùng
Vĩnh Hà, Vĩnh Hà
Vĩnh Giang, Vĩnh Giang
Vĩnh Ô, Vĩnh Ô
Khe Sanh, Khe Sanh
Lao Bảo, Lao Bảo
Hướng Lập, Hướng Lập
Hướng Việt, Hướng Việt
Hướng Phùng, Hướng Phùng
Hướng Sơn, Hướng Sơn
Hướng Linh, Hướng Linh
Hướng Tân, Hướng Tân
Húc, Húc
Thuận, Thuận
Hướng Lộc, Hướng Lộc
Ba Tầng, Ba Tầng
Thanh, Thanh
A Dơi, A Dơi
Lìa, Lìa
Xy, Xy
Gio Linh, Gio Linh
Cửa Việt, Cửa Việt
Trung Giang, Trung Giang
Trung Hải, Trung Hải
Phong Bình, Phong Bình
Gio Mỹ, Gio Mỹ
Gio Hải, Gio Hải
Gio An, Gio An
Gio Châu, Gio Châu
Gio Việt, Gio Việt
Linh Trường, Linh Trường
Gio Sơn, Gio Sơn
Gio Mai, Gio Mai
Hải Thái, Hải Thái
Linh Hải, Linh Hải
Gio Quang, Gio Quang
Krông Klang, Krông Klang
Mò Ó, Mò Ó
Hướng Hiệp, Hướng Hiệp
Đa Krông, Đa Krông
Ba Lòng, Ba Lòng
Ba Nang, Ba Nang
Tà Long, Tà Long
Húc Nghì, Húc Nghì
A Vao, A Vao
Tà Rụt, Tà Rụt
A Bung, A Bung
A Ngo, A Ngo
Cam Lộ, Cam Lộ
Cam Tuyền, Cam Tuyền
Cam Thành, Cam Thành
Cam Hiếu, Cam Hiếu
Cam Chính, Cam Chính
Cam Nghĩa, Cam Nghĩa
Ái Tử, Ái Tử
Triệu An, Triệu An
Triệu Vân, Triệu Vân
Triệu Phước, Triệu Phước
Triệu Độ, Triệu Độ
Triệu Trạch, Triệu Trạch
Triệu Thuận, Triệu Thuận
Triệu Đại, Triệu Đại
Triệu Hòa, Triệu Hòa
Triệu Lăng, Triệu Lăng
Triệu Sơn, Triệu Sơn
Triệu Long, Triệu Long
Triệu Tài, Triệu Tài
Triệu Trung, Triệu Trung
Triệu Ái, Triệu Ái
Triệu Thượng, Triệu Thượng
Triệu Giang, Triệu Giang
Diên Sanh, Diên Sanh
Hải Ba, Hải Ba
Hải Quy, Hải Quy
Hải Quế, Hải Quế
Hải Thượng, Hải Thượng
Hải Dương, Hải Dương
Hải Định, Hải Định
Hải Lâm, Hải Lâm
Hải Trường, Hải Trường
Hải Chánh, Hải Chánh
Hải Khê, Hải Khê
Tây Lộc, Tây Lộc
Thuận Lộc, Thuận Lộc
Gia Hội, Gia Hội
Phú Hậu, Phú Hậu
Thuận Hòa, Thuận Hòa
Đông Ba, Đông Ba
Kim Long, Kim Long
Vỹ Dạ, Vỹ Dạ
Phường Đúc, Phường Đúc
Vĩnh Ninh, Vĩnh Ninh
Phú Hội, Phú Hội
Phú Nhuận, Phú Nhuận
Xuân Phú, Xuân Phú
Trường An, Trường An
Phước Vĩnh, Phước Vĩnh
An Cựu, An Cựu
An Hòa, An Hòa
Hương Sơ, Hương Sơ
Thuỷ Biều, Thuỷ Biều
Hương Long, Hương Long
Thuỷ Xuân, Thuỷ Xuân
An Đông, An Đông
An Tây, An Tây
Thuận An, Thuận An
Phú Dương, Phú Dương
Phú Mậu, Phú Mậu
Thủy Vân, Thủy Vân
Thủy Bằng, Thủy Bằng
Hương Phong, Hương Phong
Hương Vinh, Hương Vinh
Hương An, Hương An
Hương Hồ, Hương Hồ
Hương Thọ, Hương Thọ
Phong Điền, Phong Điền
Điền Hương, Điền Hương
Điền Môn, Điền Môn
Điền Lộc, Điền Lộc
Điền Hòa, Điền Hòa
Phong Chương, Phong Chương
Phong Hải, Phong Hải
Điền Hải, Điền Hải
Phong Hòa, Phong Hòa
Phong Thu, Phong Thu
Phong Hiền, Phong Hiền
Phong Mỹ, Phong Mỹ
Phong An, Phong An
Phong Xuân, Phong Xuân
Phong Sơn, Phong Sơn
Sịa, Sịa
Quảng Ngạn, Quảng Ngạn
Quảng Lợi, Quảng Lợi
Quảng Công, Quảng Công
Quảng Phước, Quảng Phước
Quảng Vinh, Quảng Vinh
Quảng Thọ, Quảng Thọ
Phú Thuận, Phú Thuận
Phú An, Phú An
Phú Hải, Phú Hải
Phú Diên, Phú Diên
Phú Hồ, Phú Hồ
Vinh Xuân, Vinh Xuân
Phú Đa, Phú Đa
Vinh Thanh, Vinh Thanh
Vinh An, Vinh An
Vinh Hà, Vinh Hà
Phú Bài, Phú Bài
Thủy Thanh, Thủy Thanh
Thủy Dương, Thủy Dương
Thủy Phương, Thủy Phương
Thủy Châu, Thủy Châu
Thủy Lương, Thủy Lương
Thủy Tân, Thủy Tân
Thủy Phù, Thủy Phù
Dương Hòa, Dương Hòa
Tứ Hạ, Tứ Hạ
Hương Toàn, Hương Toàn
Hương Vân, Hương Vân
Hương Văn, Hương Văn
Hương Xuân, Hương Xuân
Hương Chữ, Hương Chữ
Bình Tiến, Bình Tiến
A Lưới, A Lưới
Hồng Hạ, Hồng Hạ
Hồng Kim, Hồng Kim
Hương Nguyên, Hương Nguyên
Hồng Bắc, Hồng Bắc
Quảng Nhâm, Quảng Nhâm
Hồng Thượng, Hồng Thượng
A Roàng, A Roàng
Lâm Đớt, Lâm Đớt
Phú Lộc, Phú Lộc
Lăng Cô, Lăng Cô
Vinh Mỹ, Vinh Mỹ
Vinh Hưng, Vinh Hưng
Giang Hải, Giang Hải
Vinh Hiền, Vinh Hiền
Lộc Bổn, Lộc Bổn
Lộc Bình, Lộc Bình
Lộc Vĩnh, Lộc Vĩnh
Lộc An, Lộc An
Lộc Điền, Lộc Điền
Lộc Trì, Lộc Trì
Lộc Tiến, Lộc Tiến
Lộc Hòa, Lộc Hòa
Khe Tre, Khe Tre
Hương Phú, Hương Phú
Hương Lộc, Hương Lộc
Thượng Quảng, Thượng Quảng
Hương Hữu, Hương Hữu
Thượng Lộ, Thượng Lộ
Thượng Nhật, Thượng Nhật
Hòa Hiệp Bắc, Hòa Hiệp Bắc
Hòa Hiệp Nam, Hòa Hiệp Nam
Hòa Khánh Bắc, Hòa Khánh Bắc
Hòa Khánh Nam, Hòa Khánh Nam
Hòa Minh, Hòa Minh
Tam Thuận, Tam Thuận
Thanh Khê Tây, Thanh Khê Tây
Thanh Khê Đông, Thanh Khê Đông
Xuân Hà, Xuân Hà
Tân Chính, Tân Chính
Chính Gián, Chính Gián
Vĩnh Trung, Vĩnh Trung
Thạc Gián, Thạc Gián
An Khê, An Khê
Hòa Khê, Hòa Khê
Thuận Phước, Thuận Phước
Thạch Thang, Thạch Thang
Hải Châu I, Hải Châu I
Hải Châu II, Hải Châu II
Phước Ninh, Phước Ninh
Hòa Thuận Tây, Hòa Thuận Tây
Hòa Thuận Đông, Hòa Thuận Đông
Nam Dương, Nam Dương
Bình Hiên, Bình Hiên
Bình Thuận, Bình Thuận
Hòa Cường Bắc, Hòa Cường Bắc
Hòa Cường Nam, Hòa Cường Nam
Thọ Quang, Thọ Quang
Nại Hiên Đông, Nại Hiên Đông
Mân Thái, Mân Thái
An Hải Bắc, An Hải Bắc
Phước Mỹ, Phước Mỹ
An Hải Tây, An Hải Tây
An Hải Đông, An Hải Đông
Mỹ An, Mỹ An
Khuê Mỹ, Khuê Mỹ
Hoà Quý, Hoà Quý
Hoà Hải, Hoà Hải
Khuê Trung, Khuê Trung
Hòa Phát, Hòa Phát
Hòa An, Hòa An
Hòa Thọ Tây, Hòa Thọ Tây
Hòa Thọ Đông, Hòa Thọ Đông
Hòa Xuân, Hòa Xuân
Hòa Bắc, Hòa Bắc
Hòa Liên, Hòa Liên
Hòa Ninh, Hòa Ninh
Hòa Nhơn, Hòa Nhơn
Hòa Châu, Hòa Châu
Hòa Phước, Hòa Phước
Hòa Khương, Hòa Khương
Tân Thạnh, Tân Thạnh
Phước Hòa, Phước Hòa
An Mỹ, An Mỹ
Hòa Hương, Hòa Hương
An Xuân, An Xuân
An Sơn, An Sơn
Trường Xuân, Trường Xuân
An Phú, An Phú
Tam Thăng, Tam Thăng
Tam Phú, Tam Phú
Hoà Thuận, Hoà Thuận
Tam Ngọc, Tam Ngọc
Minh An, Minh An
Cẩm Phô, Cẩm Phô
Thanh Hà, Thanh Hà
Sơn Phong, Sơn Phong
Cẩm Châu, Cẩm Châu
Cửa Đại, Cửa Đại
Cẩm An, Cẩm An
Cẩm Kim, Cẩm Kim
Cẩm Nam, Cẩm Nam
Cẩm Thanh, Cẩm Thanh
Ch'ơm, Ch'ơm
Ga Ri, Ga Ri
A Xan, A Xan
Tr'Hy, Tr'Hy
Lăng, Lăng
A Nông, A Nông
A Tiêng, A Tiêng
Bha Lê, Bha Lê
A Vương, A Vương
Dang, Dang
P Rao, P Rao
Tà Lu, Tà Lu
Sông Kôn, Sông Kôn
Jơ Ngây, Jơ Ngây
A Ting, A Ting
Tư, Tư
Ba, Ba
A Rooi, A Rooi
Za Hung, Za Hung
Mà Cooi, Mà Cooi
Ka Dăng, Ka Dăng
Ái Nghĩa, Ái Nghĩa
Đại Lãnh, Đại Lãnh
Đại Hồng, Đại Hồng
Đại Quang, Đại Quang
Đại Nghĩa, Đại Nghĩa
Đại Hiệp, Đại Hiệp
Đại Thạnh, Đại Thạnh
Đại Chánh, Đại Chánh
Đại Tân, Đại Tân
Đại Phong, Đại Phong
Đại Hòa, Đại Hòa
Vĩnh Điện, Vĩnh Điện
Điện Tiến, Điện Tiến
Điện Hòa, Điện Hòa
Điện Thắng Bắc, Điện Thắng Bắc
Điện Thắng Trung, Điện Thắng Trung
Điện Thắng Nam, Điện Thắng Nam
Điện Ngọc, Điện Ngọc
Điện Hồng, Điện Hồng
Điện Thọ, Điện Thọ
Điện Phước, Điện Phước
Điện An, Điện An
Điện Nam Bắc, Điện Nam Bắc
Điện Nam Trung, Điện Nam Trung
Điện Nam Đông, Điện Nam Đông
Điện Dương, Điện Dương
Điện Quang, Điện Quang
Điện Trung, Điện Trung
Điện Phong, Điện Phong
Điện Minh, Điện Minh
Điện Phương, Điện Phương
Nam Phước, Nam Phước
Duy Thu, Duy Thu
Duy Phú, Duy Phú
Duy Tân, Duy Tân
Duy Hòa, Duy Hòa
Duy Châu, Duy Châu
Duy Trinh, Duy Trinh
Duy Sơn, Duy Sơn
Duy Trung, Duy Trung
Duy Phước, Duy Phước
Duy Thành, Duy Thành
Duy Vinh, Duy Vinh
Duy Nghĩa, Duy Nghĩa
Duy Hải, Duy Hải
Đông Phú, Đông Phú
Quế Xuân 1, Quế Xuân 1
Quế Xuân 2, Quế Xuân 2
Quế Phú, Quế Phú
Hương An, Hương An
Quế Hiệp, Quế Hiệp
Quế Thuận, Quế Thuận
Quế Mỹ, Quế Mỹ
Quế Long, Quế Long
Quế Châu, Quế Châu
Quế Phong, Quế Phong
Quế An, Quế An
Quế Minh, Quế Minh
Thạnh Mỹ, Thạnh Mỹ
Laêê, Laêê
Chơ Chun, Chơ Chun
Zuôich, Zuôich
Tà Pơơ, Tà Pơơ
La Dêê, La Dêê
Đắc Tôi, Đắc Tôi
Chà Vàl, Chà Vàl
Tà Bhinh, Tà Bhinh
Cà Dy, Cà Dy
Đắc Pre, Đắc Pre
Đắc Pring, Đắc Pring
Khâm Đức, Khâm Đức
Phước Xuân, Phước Xuân
Phước Hiệp, Phước Hiệp
Phước Hoà, Phước Hoà
Phước Đức, Phước Đức
Phước Năng, Phước Năng
Phước Mỹ, Phước Mỹ
Phước Chánh, Phước Chánh
Phước Công, Phước Công
Phước Kim, Phước Kim
Phước Lộc, Phước Lộc
Phước Thành, Phước Thành
Quế Thọ, Quế Thọ
Bình Lâm, Bình Lâm
Sông Trà, Sông Trà
Phước Trà, Phước Trà
Phước Gia, Phước Gia
Tân Bình, Tân Bình
Quế Lưu, Quế Lưu
Thăng Phước, Thăng Phước
Hà Lam, Hà Lam
Bình Giang, Bình Giang
Bình Phục, Bình Phục
Bình Triều, Bình Triều
Bình Đào, Bình Đào
Bình Lãnh, Bình Lãnh
Bình Trị, Bình Trị
Bình Định Bắc, Bình Định Bắc
Bình Định Nam, Bình Định Nam
Bình Quý, Bình Quý
Bình Chánh, Bình Chánh
Bình Tú, Bình Tú
Bình Sa, Bình Sa
Bình Hải, Bình Hải
Bình Quế, Bình Quế
Bình Nam, Bình Nam
Tiên Kỳ, Tiên Kỳ
Tiên Hà, Tiên Hà
Tiên Cẩm, Tiên Cẩm
Tiên Châu, Tiên Châu
Tiên Lãnh, Tiên Lãnh
Tiên Ngọc, Tiên Ngọc
Tiên Cảnh, Tiên Cảnh
Tiên Mỹ, Tiên Mỹ
Tiên Thọ, Tiên Thọ
Tiên An, Tiên An
Tiên Lộc, Tiên Lộc
Tiên Lập, Tiên Lập
Trà My, Trà My
Trà Sơn, Trà Sơn
Trà Kót, Trà Kót
Trà Nú, Trà Nú
Trà Đông, Trà Đông
Trà Dương, Trà Dương
Trà Bui, Trà Bui
Trà Đốc, Trà Đốc
Trà Tân, Trà Tân
Trà Giác, Trà Giác
Trà Giáp, Trà Giáp
Trà Ka, Trà Ka
Trà Leng, Trà Leng
Trà Dơn, Trà Dơn
Trà Tập, Trà Tập
Trà Mai, Trà Mai
Trà Cang, Trà Cang
Trà Linh, Trà Linh
Trà Nam, Trà Nam
Trà Don, Trà Don
Trà Vân, Trà Vân
Trà Vinh, Trà Vinh
Núi Thành, Núi Thành
Tam Xuân I, Tam Xuân I
Tam Xuân II, Tam Xuân II
Tam Thạnh, Tam Thạnh
Tam Anh Bắc, Tam Anh Bắc
Tam Anh Nam, Tam Anh Nam
Tam Hòa, Tam Hòa
Tam Hải, Tam Hải
Tam Nghĩa, Tam Nghĩa
Tam Mỹ Tây, Tam Mỹ Tây
Tam Mỹ Đông, Tam Mỹ Đông
Tam Trà, Tam Trà
Phú Thịnh, Phú Thịnh
Tam Thành, Tam Thành
Tam An, Tam An
Tam Đàn, Tam Đàn
Tam Lộc, Tam Lộc
Tam Phước, Tam Phước
Tam Vinh, Tam Vinh
Tam Đại, Tam Đại
Tam Dân, Tam Dân
Tam Lãnh, Tam Lãnh
Trung Phước, Trung Phước
Ninh Phước, Ninh Phước
Phước Ninh, Phước Ninh
Quế Lộc, Quế Lộc
Sơn Viên, Sơn Viên
Quế Lâm, Quế Lâm
Nghĩa Chánh, Nghĩa Chánh
Nguyễn Nghiêm, Nguyễn Nghiêm
Nghĩa Lộ, Nghĩa Lộ
Chánh Lộ, Chánh Lộ
Nghĩa Dõng, Nghĩa Dõng
Trương Quang Trọng, Trương Quang Trọng
Tịnh Hòa, Tịnh Hòa
Tịnh Kỳ, Tịnh Kỳ
Tịnh Thiện, Tịnh Thiện
Tịnh Ấn Đông, Tịnh Ấn Đông
Tịnh Châu, Tịnh Châu
Tịnh Khê, Tịnh Khê
Tịnh Long, Tịnh Long
Tịnh Ấn Tây, Tịnh Ấn Tây
Tịnh An, Tịnh An
Nghĩa Hà, Nghĩa Hà
Châu Ổ, Châu Ổ
Bình Thạnh, Bình Thạnh
Bình Đông, Bình Đông
Bình Khương, Bình Khương
Bình Phước, Bình Phước
Bình Chương, Bình Chương
Bình Hiệp, Bình Hiệp
Bình Mỹ, Bình Mỹ
Bình Tân Phú, Bình Tân Phú
Bình Châu, Bình Châu
Trà Xuân, Trà Xuân
Trà Thủy, Trà Thủy
Trà Hiệp, Trà Hiệp
Trà Bình, Trà Bình
Trà Phú, Trà Phú
Trà Lâm, Trà Lâm
Trà Bùi, Trà Bùi
Trà Thanh, Trà Thanh
Trà Phong, Trà Phong
Trà Xinh, Trà Xinh
Trà Tây, Trà Tây
Tịnh Thọ, Tịnh Thọ
Tịnh Trà, Tịnh Trà
Tịnh Phong, Tịnh Phong
Tịnh Hiệp, Tịnh Hiệp
Tịnh Bình, Tịnh Bình
Tịnh Đông, Tịnh Đông
Tịnh Bắc, Tịnh Bắc
Tịnh Sơn, Tịnh Sơn
Tịnh Hà, Tịnh Hà
Tịnh Giang, Tịnh Giang
Tịnh Minh, Tịnh Minh
La Hà, La Hà
Sông Vệ, Sông Vệ
Nghĩa Thắng, Nghĩa Thắng
Nghĩa Kỳ, Nghĩa Kỳ
Nghĩa Điền, Nghĩa Điền
Nghĩa Thương, Nghĩa Thương
Di Lăng, Di Lăng
Sơn Hạ, Sơn Hạ
Sơn Nham, Sơn Nham
Sơn Bao, Sơn Bao
Sơn Linh, Sơn Linh
Sơn Thượng, Sơn Thượng
Sơn Cao, Sơn Cao
Sơn Kỳ, Sơn Kỳ
Sơn Ba, Sơn Ba
Sơn Bua, Sơn Bua
Sơn Mùa, Sơn Mùa
Sơn Liên, Sơn Liên
Sơn Tân, Sơn Tân
Sơn Màu, Sơn Màu
Sơn Dung, Sơn Dung
Sơn Tinh, Sơn Tinh
Long Mai, Long Mai
Long Môn, Long Môn
Long Hiệp, Long Hiệp
Chợ Chùa, Chợ Chùa
Hành Thuận, Hành Thuận
Hành Dũng, Hành Dũng
Hành Trung, Hành Trung
Hành Nhân, Hành Nhân
Hành Đức, Hành Đức
Hành Minh, Hành Minh
Hành Phước, Hành Phước
Hành Thiện, Hành Thiện
Hành Thịnh, Hành Thịnh
Hành Tín Tây, Hành Tín Tây
Hành Tín Đông, Hành Tín Đông
Mộ Đức, Mộ Đức
Đức Lợi, Đức Lợi
Đức Nhuận, Đức Nhuận
Đức Chánh, Đức Chánh
Đức Hiệp, Đức Hiệp
Đức Minh, Đức Minh
Đức Thạnh, Đức Thạnh
Đức Hòa, Đức Hòa
Đức Tân, Đức Tân
Đức Phú, Đức Phú
Đức Phong, Đức Phong
Đức Lân, Đức Lân
Phổ An, Phổ An
Phổ Phong, Phổ Phong
Phổ Thuận, Phổ Thuận
Phổ Văn, Phổ Văn
Phổ Quang, Phổ Quang
Phổ Nhơn, Phổ Nhơn
Phổ Ninh, Phổ Ninh
Phổ Minh, Phổ Minh
Phổ Vinh, Phổ Vinh
Phổ Hòa, Phổ Hòa
Phổ Cường, Phổ Cường
Phổ Khánh, Phổ Khánh
Phổ Thạnh, Phổ Thạnh
Phổ Châu, Phổ Châu
Ba Tơ, Ba Tơ
Ba Điền, Ba Điền
Ba Vinh, Ba Vinh
Ba Thành, Ba Thành
Ba Động, Ba Động
Ba Dinh, Ba Dinh
Ba Giang, Ba Giang
Ba Liên, Ba Liên
Ba Ngạc, Ba Ngạc
Ba Khâm, Ba Khâm
Ba Cung, Ba Cung
Ba Tiêu, Ba Tiêu
Ba Trang, Ba Trang
Ba Tô, Ba Tô
Ba Bích, Ba Bích
Ba Lế, Ba Lế
Ba Nam, Ba Nam
Ba Xa, Ba Xa
Nhơn Bình, Nhơn Bình
Nhơn Phú, Nhơn Phú
Trần Quang Diệu, Trần Quang Diệu
Hải Cảng, Hải Cảng
Thị Nại, Thị Nại
Ngô Mây, Ngô Mây
Lý Thường Kiệt, Lý Thường Kiệt
Bùi Thị Xuân, Bùi Thị Xuân
Nguyễn Văn Cừ, Nguyễn Văn Cừ
Ghềnh Ráng, Ghềnh Ráng
Nhơn Lý, Nhơn Lý
Nhơn Hội, Nhơn Hội
Nhơn Hải, Nhơn Hải
Nhơn Châu, Nhơn Châu
An Trung, An Trung
An Toàn, An Toàn
An Quang, An Quang
An Nghĩa, An Nghĩa
Tam Quan, Tam Quan
Bồng Sơn, Bồng Sơn
Hoài Sơn, Hoài Sơn
Hoài Châu Bắc, Hoài Châu Bắc
Hoài Châu, Hoài Châu
Hoài Phú, Hoài Phú
Tam Quan Bắc, Tam Quan Bắc
Tam Quan Nam, Tam Quan Nam
Hoài Hảo, Hoài Hảo
Hoài Thanh Tây, Hoài Thanh Tây
Hoài Thanh, Hoài Thanh
Hoài Hương, Hoài Hương
Hoài Tân, Hoài Tân
Hoài Hải, Hoài Hải
Hoài Xuân, Hoài Xuân
Hoài Mỹ, Hoài Mỹ
Hoài Đức, Hoài Đức
Tăng Bạt Hổ, Tăng Bạt Hổ
Ân Hảo Tây, Ân Hảo Tây
Ân Hảo Đông, Ân Hảo Đông
Ân Sơn, Ân Sơn
Ân Mỹ, Ân Mỹ
Đak Mang, Đak Mang
Ân Tín, Ân Tín
Ân Thạnh, Ân Thạnh
Ân Phong, Ân Phong
Ân Đức, Ân Đức
Ân Hữu, Ân Hữu
Bok Tới, Bok Tới
Ân Tường Tây, Ân Tường Tây
Ân Tường Đông, Ân Tường Đông
Phù Mỹ, Phù Mỹ
Bình Dương, Bình Dương
Mỹ Châu, Mỹ Châu
Mỹ Lợi, Mỹ Lợi
Mỹ Phong, Mỹ Phong
Mỹ Trinh, Mỹ Trinh
Mỹ Thọ, Mỹ Thọ
Mỹ Chánh, Mỹ Chánh
Mỹ Quang, Mỹ Quang
Mỹ Hiệp, Mỹ Hiệp
Mỹ Tài, Mỹ Tài
Mỹ Cát, Mỹ Cát
Mỹ Chánh Tây, Mỹ Chánh Tây
Vĩnh Thạnh, Vĩnh Thạnh
Vĩnh Kim, Vĩnh Kim
Vĩnh Hiệp, Vĩnh Hiệp
Vĩnh Thuận, Vĩnh Thuận
Phú Phong, Phú Phong
Bình Tân, Bình Tân
Tây Thuận, Tây Thuận
Tây An, Tây An
Tây Bình, Tây Bình
Bình Tường, Bình Tường
Tây Vinh, Tây Vinh
Tây Xuân, Tây Xuân
Bình Nghi, Bình Nghi
Tây Phú, Tây Phú
Ngô Mây, Ngô Mây
Cát Sơn, Cát Sơn
Cát Minh, Cát Minh
Cát Khánh, Cát Khánh
Cát Tài, Cát Tài
Cát Lâm, Cát Lâm
Cát Hanh, Cát Hanh
Cát Thành, Cát Thành
Cát Trinh, Cát Trinh
Cát Hải, Cát Hải
Cát Hiệp, Cát Hiệp
Cát Nhơn, Cát Nhơn
Cát Hưng, Cát Hưng
Cát Tường, Cát Tường
Cát Tiến, Cát Tiến
Cát Thắng, Cát Thắng
Cát Chánh, Cát Chánh
Bình Định, Bình Định
Đập Đá, Đập Đá
Nhơn Mỹ, Nhơn Mỹ
Nhơn Thành, Nhơn Thành
Nhơn Hạnh, Nhơn Hạnh
Nhơn Hậu, Nhơn Hậu
Nhơn Phong, Nhơn Phong
Nhơn An, Nhơn An
Nhơn Phúc, Nhơn Phúc
Nhơn Hưng, Nhơn Hưng
Nhơn Khánh, Nhơn Khánh
Nhơn Lộc, Nhơn Lộc
Nhơn Hoà, Nhơn Hoà
Nhơn Tân, Nhơn Tân
Nhơn Thọ, Nhơn Thọ
Tuy Phước, Tuy Phước
Diêu Trì, Diêu Trì
Phước Thắng, Phước Thắng
Phước Hưng, Phước Hưng
Phước Quang, Phước Quang
Phước Hòa, Phước Hòa
Phước Sơn, Phước Sơn
Phước Nghĩa, Phước Nghĩa
Phước Thuận, Phước Thuận
Phước An, Phước An
Vân Canh, Vân Canh
Canh Liên, Canh Liên
Canh Hiệp, Canh Hiệp
Canh Vinh, Canh Vinh
Canh Hiển, Canh Hiển
Canh Thuận, Canh Thuận
Canh Hòa, Canh Hòa
8,Phường 8
9,Phường 9
7,Phường 7
6,Phường 6
Phú Thạnh, Phú Thạnh
Phú Đông, Phú Đông
Hòa Kiến, Hòa Kiến
Bình Kiến, Bình Kiến
Bình Ngọc, Bình Ngọc
Phú Lâm, Phú Lâm
Xuân Thành, Xuân Thành
Xuân Cảnh, Xuân Cảnh
Xuân Yên, Xuân Yên
Xuân Thọ 1, Xuân Thọ 1
Xuân Đài, Xuân Đài
Xuân Thọ 2, Xuân Thọ 2
La Hai, La Hai
Phú Mỡ, Phú Mỡ
Xuân Lãnh, Xuân Lãnh
Xuân Quang 1, Xuân Quang 1
Xuân Sơn Bắc, Xuân Sơn Bắc
Xuân Quang 2, Xuân Quang 2
Xuân Sơn Nam, Xuân Sơn Nam
Xuân Quang 3, Xuân Quang 3
Xuân Phước, Xuân Phước
An Dân, An Dân
Chí Thạnh, Chí Thạnh
An Ninh Tây, An Ninh Tây
An Ninh Đông, An Ninh Đông
An Thạch, An Thạch
An Định, An Định
An Nghiệp, An Nghiệp
An Cư, An Cư
An Xuân, An Xuân
An Lĩnh, An Lĩnh
An Hòa Hải, An Hòa Hải
An Chấn, An Chấn
Củng Sơn, Củng Sơn
Phước Tân, Phước Tân
Sơn Hội, Sơn Hội
Sơn Định, Sơn Định
Cà Lúi, Cà Lúi
Sơn Phước, Sơn Phước
Sơn Xuân, Sơn Xuân
Sơn Nguyên, Sơn Nguyên
Eachà Rang, Eachà Rang
Krông Pa, Krông Pa
Suối Bạc, Suối Bạc
Suối Trai, Suối Trai
Hai Riêng, Hai Riêng
Ea Lâm, Ea Lâm
Đức Bình Tây, Đức Bình Tây
Ea Bá, Ea Bá
Đức Bình Đông, Đức Bình Đông
EaBar, EaBar
EaBia, EaBia
EaTrol, EaTrol
Sông Hinh, Sông Hinh
Ealy, Ealy
Sơn Thành Tây, Sơn Thành Tây
Sơn Thành Đông, Sơn Thành Đông
Hòa Bình 1, Hòa Bình 1
Phú Thứ, Phú Thứ
Hòa Tân Tây, Hòa Tân Tây
Hòa Đồng, Hòa Đồng
Hòa Mỹ Đông, Hòa Mỹ Đông
Hòa Mỹ Tây, Hòa Mỹ Tây
Hòa Thịnh, Hòa Thịnh
Hòa Quang Bắc, Hòa Quang Bắc
Hòa Quang Nam, Hòa Quang Nam
Hòa Hội, Hòa Hội
Hòa Trị, Hòa Trị
Hòa Định Đông, Hòa Định Đông
Phú Hoà, Phú Hoà
Hòa Định Tây, Hòa Định Tây
Hòa Thành, Hòa Thành
Hoà Vinh, Hoà Vinh
Hoà Hiệp Trung, Hoà Hiệp Trung
Hòa Tân Đông, Hòa Tân Đông
